ABBRV	SOURCE	NUM_DEF	DEFINITION
PEV	SEDOM	2	Potencial evocado visual
Carc.	SEDOM	1	Carcinoma
GTP	SEDOM	1	Guanosine-triphosphate 
GTP	SEDOM	1	Trifosfato de guanosina
PDx	SEDOM	1	Pruebas diagnósticas
PFC	SEDOM	6	Panretinofotocoagulación
PFC	SEDOM	6	Parálisis facial central 
PFC	SEDOM	6	Perfluorinated compound 
PFC	SEDOM	6	Compuesto perfluorado
PFC	SEDOM	6	Perfusión continua
PFC	SEDOM	6	Plasma fresco congelado
PFC	SEDOM	6	Poliposis familiar de colon
PFE	SEDOM	1	Peso fetal estimado
Sat.	SEDOM	1	Saturación
SICA	SEDOM	1	Sindrome isquemico coronario agudo
PFH	SEDOM	1	Prueba de función hepática
PFK	SEDOM	1	Fosfofructocinasa
PFK	SEDOM	1	Phosphofructokinasa 
GUI	SEDOM	1	Glucosa, urea e iones
ICUS	SEDOM	1	Intracoronary ultrasound 
ICUS	SEDOM	1	Ecografía intracoronaria
PFP	SEDOM	1	Parálisis facial periférica
PFS	SEDOM	1	Permiso de fin de semana
PFR	SEDOM	2	Prueba de la función renal
PFR	SEDOM	2	Pruebas funcionales respiratorias
-rragia	SEDOM	1	Sufijo que significa flujo anormal o excesivo
ITUP	SEDOM	1	Incisión transuretral de la próstata
ADOC	SEDOM	1	Adriamicina, cisplatino, Oncovin 
ADOC	SEDOM	1	vincristina
M-VAC	SEDOM	1	Metotrexato, vinblastina, adriamicina y cisplatino, quimioterapia
PGB	SEDOM	2	Penicilina G benzatina
PGB	SEDOM	2	Prostaglandina B
MESTO	SEDOM	1	Médico especialista sin título oficial
PGA	SEDOM	1	Prostaglandina A
PGD	SEDOM	1	Prostaglandina D
FODMAP	SEDOM	1	Fermentable oligosaccharides, disaccharides, monosaccharides and polyols 
PGC	SEDOM	1	Prostaglandina C
PGF	SEDOM	1	Prostaglandina F
PGH	SEDOM	1	Prostaglandina H
PGG	SEDOM	1	Paragangliomas
BPCA	SEDOM	1	Buena profundidad de la cámara anterior
PGI	SEDOM	1	Prostaglandina I
PQHRAD	SEDOM	1	Poliquistosis hepatorrenal autosómica dominante
FARME	SEDOM	1	Fármaco antirreumático modificador de la enfermedad
PGP	SEDOM	1	Parálisis general progresiva
SACYL	SEDOM	1	Servicio de Salud de Castilla y León
VAIN	SEDOM	1	Vaginal intraepithelial neoplasia
NMDAR	SEDOM	1	N-methyl-D-aspartate receptor
SIDT	SEDOM	1	Sacroilíaca derecha transversa, posición fetal
SIDS	SEDOM	1	síndrome de muerte súbita del lactante
SIDS	SEDOM	1	Sudden infant death syndrome 
GNRP	SEDOM	1	Glomerulonefritis rápidamente progresiva
SIDP	SEDOM	1	Sacroilíaca derecha posterior, posición fetal
PHA	SEDOM	2	Técnica de hemaglutinación pasiva
PHA	SEDOM	2	Passive hemagglutination assay 
PHA	SEDOM	2	Pseudohipoaldosteronismo
ACoA	SEDOM	1	Arteria comunicante anterior
BCRIHH	SEDOM	1	Bloqueo completo de rama izquierda del haz de His
PHI	SEDOM	1	Fosfoexosa isomerasa
PHI	SEDOM	1	Phosphohexose isomerase 
Pio-	SEDOM	1	Prefijo que indica relación con el pus
PHP	SEDOM	1	Plan de hidratación parenteral
XXX	SEDOM	1	Síndrome de triple X
Protrombina	SEDOM	1	Factor II de la coagulación
PHT	SEDOM	1	Prehipertensión arterial
NIHSS	SEDOM	1	National Institute of Health stroke scale
ACol	SEDOM	1	Acetilcolina
FvW	SEDOM	1	Factor de von Willebrand
RNPT	SEDOM	1	Recien nacido pretérmino 
RNPT	SEDOM	1	o prematuro
PIB	SEDOM	1	Presión intrabolo
PIA	SEDOM	1	Presión intraabdominal
PID	SEDOM	1	Párpado inferior derecho
PIC	SEDOM	2	Petición interconsulta
PIC	SEDOM	2	Presión intracraneal
PIF	SEDOM	4	Parkinsonismo inducido por fármacos
PIF	SEDOM	4	Peak inspiratory flow 
PIF	SEDOM	4	Pico de flujo inspiratorio
PIF	SEDOM	4	Factor inhibidor de la prolactina
PIF	SEDOM	4	Prolactin-inhibiting factor 
PIF	SEDOM	4	Prueba inmunoquímica fecal
BPEI	SEDOM	1	Borde paraesternal izquierdo
BPEG	SEDOM	1	Bajo peso para la edad de gestación
GFAP	SEDOM	1	Proteína glial fibrilar acídica
GFAP	SEDOM	1	Glial fibrilary acidic protein 
SQTL	SEDOM	1	Síndrome del QT largo
PII	SEDOM	1	Párpado inferior izquierdo
BPED	SEDOM	1	Borde paraesternal derecho
PIN	SEDOM	2	neoplasia intraepitelial de pene
PIN	SEDOM	2	Penis intraepithelial neoplasia 
PIN	SEDOM	2	Personal identification number 
PIN	SEDOM	2	Número de identificación personal
PIM	SEDOM	1	Presión inspiratoria máxima. 
SIDA	SEDOM	2	Sacroilíaca derecha anterior, posición fetal
SIDA	SEDOM	2	Síndrome de inmunodeficiencia adquirida
PIP	SEDOM	4	Plan de intervención poblacional
PIP	SEDOM	4	Poly Implant Prothèse
PIP	SEDOM	4	Presión inspiratoria pico
PIP	SEDOM	4	Proceso inflamatorio pélvico
PIO	SEDOM	2	Pérdida involuntaria de orina
PIO	SEDOM	2	Presión intraocular
PIR	SEDOM	1	Plan individualizado de rehabilitación
ADOs	SEDOM	1	Antidiabéticos orales. Se debe escribir sin s final aunque sea en plural
PIT	SEDOM	1	Presión intratorácica
PIV	SEDOM	1	Pielografía intravenosa
DEIH	SEDOM	1	Días de estancia intrahospitalaria
LsCsRs y SS	SEDOM	1	Latidos cardiacos rítmicos y sin soplos
RRTAG	SEDOM	1	Resección rectal transanal con grapadora
CSIC	SEDOM	1	Consejo Superior de Investigaciones Científicas
GYF	SEDOM	1	Grupo y factor
Paqui-	SEDOM	1	Prefijo que significa grueso
CBGP	SEDOM	1	Centro de Biotecnología y Genómica de Plantas
RNTI	SEDOM	1	Registro Nacional de Tumores Infantiles
-filo	SEDOM	1	Sufijo que significa afinidad por
MGUS	SEDOM	1	Monoclonal gammopathy of undetermined significance 
MGUS	SEDOM	1	Gammapatía monoclonal de significado incierto
Factor C antihemofílico	SEDOM	1	Factor XI de la coagulación
FLA-ICT	SEDOM	1	Flúter auricular 
FLA-ICT	SEDOM	1	dependiente del
PKB	SEDOM	1	Protein Kinase B 
PKB	SEDOM	1	Proteina quinasa B
PKA	SEDOM	1	Proteinkinase A
PKC	SEDOM	1	Protein kinase C 
PKC	SEDOM	1	Proteina quinasa C
PYO2	SEDOM	1	Presión yugular de oxígeno
RNSA	SEDOM	2	Regurgitación mitral
RNSA	SEDOM	2	Resonancia magnética
PKG	SEDOM	1	Protein Kinase G 
PKG	SEDOM	1	Proteína kinasa G
HIFU	SEDOM	1	Ultrasonidos focalizados de alta intensidad
HIFU	SEDOM	1	High intensity focused ultrasounds 
SIFD	SEDOM	1	Sindrome de fosa iliaca derecha
TLIF	SEDOM	1	Transforaminal lumbar interbody fusion
EHNA	SEDOM	2	Esteatohepatitis no alcohólica
EHNA	SEDOM	2	Esteatosis hepática no alcohólica
Let-	SEDOM	1	Prefijo relacionado con muerte
PKR	SEDOM	1	Protein Kinase R 
PKR	SEDOM	1	Proteina kinasa R
OVLB	SEDOM	1	Obstrucción de la vía lagrimal baja
SIFI	SEDOM	1	o flojo
SIFI	SEDOM	1	Síndrome del iris flácido 
PLB	SEDOM	1	Porción larga del biceps
SIIA	SEDOM	1	Sacroilíaca izquierda anterior, posición fetal
Pexia	SEDOM	1	Fijación generalmente mediante sutura
PLI	SEDOM	1	Punto lagrimal inferior
LMET	SEDOM	1	Lesión meduloespinal traumática
PLN	SEDOM	1	Procesamiento de lenguaje natural
OEMG	SEDOM	1	Oculoelectromiografía
PLP	SEDOM	2	Pericardio liofilizado preperitoneal
PLP	SEDOM	2	Punción lavado peritoneal
PLS	SEDOM	1	Posición lateral de seguridad
Pac.	SEDOM	1	Paciente
PLV	SEDOM	1	Proteínas de la leche de vaca
SIIP	SEDOM	1	Sacroilíaca izquierda posterior, posición fetal
VB12	SEDOM	1	Vitamina B12 o Cianocobalamina
PMD	SEDOM	1	Psicosis maniacodepresiva
LUTS	SEDOM	1	Lower urinary tract symptoms 
LUTS	SEDOM	1	Síntomas del tracto urinario inferior
CHADS2	SEDOM	1	Congestive heart failure, Hypertension, Age, Diabetes mellitus, Prior stroke or TIA. Score para la predicción clínica del ictus tromboembólico en pacientes con fibrilación auricular no reumática
Om-	SEDOM	1	Prefijo que indica relación con el hombro
PMN	SEDOM	1	Polimorfonuclear
PMM	SEDOM	1	Plan de mantenimiento con metadona
PMO	SEDOM	2	Progenitores de médula ósea
PMO	SEDOM	2	Punción de médula ósea
PMR	SEDOM	2	Persona de movilidad reducida
PMR	SEDOM	2	Polimialgia reumática
PNA	SEDOM	2	Péptido natriurético atrial
PNA	SEDOM	2	Pielonefritis aguda
ADVP	SEDOM	1	Adicción a drogas vía parenteral
PNC	SEDOM	2	Penicilina
PNC	SEDOM	2	Pielonefritis crónica
USMIJ	SEDOM	1	Unidad de salud mental infantojuvenil
AMGS	SEDOM	1	Automonitorización de la glucosa sanguínea
PND	SEDOM	1	Polineuropatía diabética
PNG	SEDOM	1	Penicilina G
PNI	SEDOM	2	Presión neumática intermitente
PNI	SEDOM	2	Presión no invasiva
PO2	SEDOM	1	Presión parcial de oxígeno
EHSC	SEDOM	1	Enfermedad de Hand-Schüller-Christian
PNP	SEDOM	2	Polineuropatía
PNP	SEDOM	2	Purina-nucleótido fosforilasa
PNP	SEDOM	2	Purine nucleotide phosphorilase 
PNT	SEDOM	1	Percutaneous neuromodulation therapy
Vaciado	SEDOM	1	Vaciamiento
ENEAS	SEDOM	1	Estudio nacional sobre los efectos adversos 
ENEAS	SEDOM	1	ligados a la hospitalización
Imp.	SEDOM	1	Impedancia
DVPA	SEDOM	1	Drenaje venoso pulmonar anómalo
POA	SEDOM	1	Present on admission 
POA	SEDOM	1	Presente en el momento del ingreso
Abd. Bl.	SEDOM	1	Abdomen blando
POF	SEDOM	1	Insuficiencia ovárica prematura
POF	SEDOM	1	Premature ovarian failure 
Hepat-	SEDOM	1	Prefijo en relación con el hígado
SIIT	SEDOM	1	Sacroilíaca izquierda transversa, posición fetal
Oo-	SEDOM	1	Prefijo que indica relación con huevo u óvulo
Pre-	SEDOM	1	Prefijo que significa antes, antes de
TBINF	SEDOM	1	Talla baja idiopática no familiar
Gamma-GT	SEDOM	1	Gamma glutamil transferasa
POM	SEDOM	2	Paralisis oculomotora
POM	SEDOM	2	Por orden médica
proBNP	SEDOM	2	Pro B-type natriuretic peptide 
proBNP	SEDOM	2	pro Péptido natriurético tipo B
proBNP	SEDOM	2	Pro Brain natriuretic peptide. 
proBNP	SEDOM	2	pro Péptido natriurético cerebral
POP	SEDOM	1	Prolapso de órgano pelvico
MAGPI	SEDOM	1	Meatal advancement and glanuloplasty incorporated
YAG	SEDOM	1	 Yttrium aluminium garnet
EHRN	SEDOM	1	Enfermedad hemolítica del recién nacido
PPA	SEDOM	1	Prescripción por principio activo
PPC	SEDOM	2	Polineuropatía del paciente crítico
PPC	SEDOM	2	Presión de perfusión cerebral
VATS	SEDOM	1	Video-assisted thoracic surgery 
VATS	SEDOM	1	Cirugía torácica asistida por vídeo
Aden-	SEDOM	1	Prefijo que indica relación con una glándula
IL-1Ra	SEDOM	1	Antagonista del receptor de la interleucina 1
IL-1Ra	SEDOM	1	Interleukin 1 receptor antagonist 
PPE	SEDOM	3	Parto pretérmino espontáneo  Parto pretérmino espontáneo
PPE	SEDOM	3	Presión positiva espiratoria
PPE	SEDOM	3	Protoporfiria eritropoyética
ILPT	SEDOM	3	Injerto libre de piel total
PPD	SEDOM	2	Pared posterior en diástole
PPD	SEDOM	2	derivado proteico purificado
PPD	SEDOM	2	Purified protein derivative 
PPF	SEDOM	1	Factor preventivo de la pelagra
PPF	SEDOM	1	Pellagra preventive factor 
PPI	SEDOM	2	Presion positiva intermitente
PPI	SEDOM	2	Pirofosfato
PPi	SEDOM	2	Presion positiva intermitente
PPi	SEDOM	2	Pirofosfato
PPH	SEDOM	1	Procedure for prolapsed hemorrhoids 
PPH	SEDOM	1	Procedimiento para hemorroides prolapsadas
OVRS	SEDOM	1	Obstrucción de las vías respiratorias superiores
PPL	SEDOM	4	Parto en periodo de latencia
PPL	SEDOM	4	Prótesis de polipropileno
PPL	SEDOM	4	Punción pleural
PPL	SEDOM	4	Puñopercusión lumbar
PPN	SEDOM	1	Puñopercusión negativa
PPP	SEDOM	4	Paciente pluripatológico
PPP	SEDOM	4	Pulso pedio palpable 
PPP	SEDOM	4	o presente
PPP	SEDOM	4	Pulsos periféricos palpables
PPP	SEDOM	4	Puñopercusión positiva
PPS	SEDOM	1	Presión pulmonar sistólica
PPR	SEDOM	2	Presión de perfusión renal
PPR	SEDOM	2	Puñopercusión renal
Oft.	SEDOM	1	Oftálmico
PPT	SEDOM	1	Pielostomía percutánea transitoria
PPV	SEDOM	3	Porcentaje de población vacunada
PPV	SEDOM	3	Positive pressure ventilation 
PPV	SEDOM	3	Ventilación con presión positiva
PPV	SEDOM	3	Presión de pérdida vesical
ONACF	SEDOM	1	Osteonecrosis aséptica de cabeza femoral
SIMV	SEDOM	1	Synchronized intermittent mandatory ventilation
DSAEK	SEDOM	1	Queratoplastia endotelial automatizada con pelado de la membrana de Descemet
DSAEK	SEDOM	1	Descemet's stripping automated endothelial keratoplasty 
IDAC	SEDOM	1	Injerto de derivación arterial coronaria
RFID	SEDOM	1	Identificación por radiofrecuencia
RFID	SEDOM	1	Radio Frequency identification 
HAD	SEDOM	3	Herencia autosómica dominante 
HAD	SEDOM	3	Hormona antidiurética
HAD	SEDOM	3	Servicio de
HAD	SEDOM	3	Hospitalización a domicilio 
SEHAD	SEDOM	1	Sociedad Española de Hospitalización a Domicilio
Neumo-	SEDOM	1	Prefijo que indica relación con el aire, la respiración, los pulmones o la neumonía
PQM	SEDOM	1	Poliquimioterapia
Neumo.	SEDOM	1	Neumología
PQR	SEDOM	1	Poliquistosis renal
HAI	SEDOM	3	Hemibloqueo anterior izquierdo
HAI	SEDOM	3	Hepatitis autoinmune
HAI	SEDOM	3	Hiperaldosteronismo idiopático
ONAV	SEDOM	1	Osteonecrosis avascular
id.	SEDOM	2	Idem, lo mismo
id.	SEDOM	2	Intradérmico
PQT	SEDOM	1	Poliquimioterapia
RESCUE	SEDOM	1	Registro sanitario de códigos útiles para emergencias
HAM	SEDOM	1	Hormona antimulleriana
SILI	SEDOM	1	Síndrome de iris laxo intraoperatorio
HAP	SEDOM	2	Hiperaldosteronismo primario
HAP	SEDOM	2	Hipertensión arterial pulmonar
ILPH	SEDOM	1	Injerto libre de piel hendida
HAT	SEDOM	1	Histona acetiltransferasas
HAT	SEDOM	1	Histone acetyltransferases 
LEIBG	SEDOM	1	Lesión escamosa intraepitelial de bajo grado
HAS	SEDOM	2	Hipertensión arterial sistémica
HAS	SEDOM	2	Hipertensión arterial sistólica
HAV	SEDOM	1	Hepatitis A virus
FLIPI	SEDOM	1	Follicular Lymphoma International Prognostic Index
PRE	SEDOM	1	Pancreatografía retrógrada endoscópica
OVTS	SEDOM	1	Oclusión de vena temporal superior
PRG	SEDOM	1	Progesterona
PRF	SEDOM	1	Prolactin releasing factor 
PRF	SEDOM	1	Factor liberador de prolactina
ABRIM	SEDOM	1	Acinetobacter Baumanii con resistencia a Imipenem / Meropemen
HBA	SEDOM	2	del Haz de His
HBA	SEDOM	2	Hemibloqueo anterior 
HBA	SEDOM	2	Hipertrofia biauricular
HBC	SEDOM	2	Hepatitis B crónica
HBC	SEDOM	2	Antígeno core del virus de la hepatitis B
HBC	SEDOM	2	Hepatitis B core antigen 
HBc	SEDOM	2	Hepatitis B crónica
HBc	SEDOM	2	Antígeno core del virus de la hepatitis B
HBc	SEDOM	2	Hepatitis B core antigen 
PRK	SEDOM	1	Photorefractive keratectomy
PRM	SEDOM	1	Problemas relacionados con los medicamentos
HBD	SEDOM	1	Heparina a bajas dosis
PRL	SEDOM	4	Plasma rico en leucocitos
PRL	SEDOM	4	Prolactina
PRL	SEDOM	4	Prolactinemia
PRL	SEDOM	4	Prostatectomía radical laparoscópica
PRO	SEDOM	2	Procarbacina
PRO	SEDOM	2	Propanolol
PRN	SEDOM	2	Peso del recién nacido
PRN	SEDOM	2	Por razones necesarias
HBI	SEDOM	1	Hiperreactividad bronquial intrínseca
DNDi	SEDOM	1	Drugs for Neglected Diseases Initiative
PrP	SEDOM	2	Proteína priónica
PrP	SEDOM	2	Plasma rico en plaquetas
PRP	SEDOM	2	Proteína priónica
PRP	SEDOM	2	Plasma rico en plaquetas
DESA	SEDOM	1	Desfibrilador externo semiautomático
PRR	SEDOM	1	Prostatectomía radical robótica
PRT	SEDOM	2	Periodo refractario total
PRT	SEDOM	2	Prótesis de rodilla total
HBP	SEDOM	4	Hemibloqueo posterior
HBP	SEDOM	4	Heparina de bajo peso molecular
HBP	SEDOM	4	Hiperplasia benigna de próstata
HBP	SEDOM	4	Hipertrofia benigna de próstata
DNET	SEDOM	1	Dysembryoplastic neuroepithelial tumor
HBR	SEDOM	1	Horas de bolsa rota
SRAA	SEDOM	2	Sistema renina-angiotensina-aldosterona
SRAA	SEDOM	2	Sistema reticular activador ascendente
HBV	SEDOM	1	Hepatitis B virus
RFLP	SEDOM	1	Polimorfismo en la longitud de los fragmentos de restricción o polimorfismo del DNA
RFLP	SEDOM	1	Restriction fragment length polymorphism 
APSAC	SEDOM	1	Complejo activador de estreptoquinasa y plasminógeno acilado o anistreplasa
APSAC	SEDOM	1	Anisoylated plasminogen streptokinase activator complex 
PSA	SEDOM	2	Pleurodesis con sangre autóloga
PSA	SEDOM	2	Prostate-specific antigen 
PSA	SEDOM	2	Antígeno prostático específico
PSD	SEDOM	1	Párpado superior derecho
PSF	SEDOM	1	o pseudoexfoliativo
PSF	SEDOM	1	Pseudoexfoliación 
PSE	SEDOM	3	Present State Examination 
PSE	SEDOM	3	Examen del estado actual
PSE	SEDOM	3	Presión suprahepática enclavada
PSE	SEDOM	3	Ratings of perceived exertion 
PSE	SEDOM	3	percepción subjetiva de esfuerzo
PSH	SEDOM	1	Púrpura de Schönlein-Henoch
PSG	SEDOM	2	Píldoras de sólo progesterona
PSG	SEDOM	2	Polisomnografía
HCB	SEDOM	1	Hospital Clínica Benidorm
HCA	SEDOM	1	Hidrocefalia crónica del adulto
ONCF	SEDOM	1	Osteonecrosis de cabeza femoral
PSI	SEDOM	4	Patient Safety Indicators
PSI	SEDOM	4	Índice de gravedad de pacientes
PSI	SEDOM	4	Patients severity index 
PSI	SEDOM	4	Párpado superior izquierdo
PSI	SEDOM	4	Índice de gravedad de neumonía
PSI	SEDOM	4	Pneumonia severity index 
HCD	SEDOM	3	Hemicolectomía derecha
HCD	SEDOM	3	Hipocondrio derecho
HCD	SEDOM	3	Historia clínica digital
HCC	SEDOM	3	Hepatitis C crónica
HCC	SEDOM	3	Carcinoma hepatocelular
HCC	SEDOM	3	Hepatocellular carcinoma 
HCC	SEDOM	3	Hiperplasia de células C
PSN	SEDOM	1	Previsión Sanitaria Nacional
Ctrl	SEDOM	1	Control
HCE	SEDOM	1	Historia clínica electrónica
PSP	SEDOM	5	Parálisis seudobulbar progresiva
PSP	SEDOM	5	Parálisis supranuclear progresiva
PSP	SEDOM	5	Presión sistólica pulmonar
PSP	SEDOM	5	Progenitores de sangre periférica
PSP	SEDOM	5	Prostatectomía suprapúbica
Cefal-	SEDOM	1	Prefijo que indica relación con cabeza
HCG	SEDOM	1	Human chorionic gonadotropin 
HCG	SEDOM	1	Gonadotropina coriónica humana
PSO	SEDOM	1	Psoriasis
HCI	SEDOM	4	Hemicolectomía izquierda
HCI	SEDOM	4	Hipocondrio izquierdo
HCI	SEDOM	4	Hipoplasia de cavidades izquierdas
HCI	SEDOM	4	Historia clínica informatizada
PSQ	SEDOM	1	Psiquiatría 
PSQ	SEDOM	1	Servicio de
HCL	SEDOM	3	Hipercolesterolemia
HCL	SEDOM	3	Histiocitosis de células de Langerhans
HCL	SEDOM	3	Historia clínica
HCl	SEDOM	3	Hipercolesterolemia
HCl	SEDOM	3	Histiocitosis de células de Langerhans
HCl	SEDOM	3	Historia clínica
QT-RT	SEDOM	1	Quimiorradioterapia
TDAH	SEDOM	1	Trastorno por déficit de atención e hiperactividad
HCM	SEDOM	1	Hemoglobina corpuscular media
HCP	SEDOM	2	Hepatitis crónica persistente
HCP	SEDOM	2	Historia clínica perinatal
PSX	SEDOM	1	síndrome
PSX	SEDOM	1	Pseudoexfoliativo 
HCR	SEDOM	1	Historia clínica resumida
HbS	SEDOM	2	Hemoglobina S, de la anemia drepanocítica o falciforme
HbS	SEDOM	2	Hepatitis B surface 
HbS	SEDOM	2	Antígeno de superficie de la hepatitis B
HBs	SEDOM	2	Hemoglobina S, de la anemia drepanocítica o falciforme
HBs	SEDOM	2	Hepatitis B surface 
HBs	SEDOM	2	Antígeno de superficie de la hepatitis B
HCT	SEDOM	1	Hidroclorotiazida
EsIs	SEDOM	2	Extremidades inferiores
EsIs	SEDOM	2	Extremidades izquierdas
HCS	SEDOM	1	Somatotropina coriónica humana
HCS	SEDOM	1	Human chorionic somatotropic 
HCV	SEDOM	1	Hepatitis C virus 
HCV	SEDOM	1	Virus de la hepatitis C
Gaw	SEDOM	1	Conductancia de la vía aérea
OTSVD	SEDOM	1	Obstrucción del tracto de salida del ventrículo derecho
PTA	SEDOM	4	Púrpura trombocitopénica autoinmune
PTA	SEDOM	4	Percutaneous transluminal angioplasty 
PTA	SEDOM	4	Angioplastia transluminal percutánea
PTA	SEDOM	4	Plasma thromboplastin antecedent 
PTA	SEDOM	4	Antecedente tromboplastínico del plasma o Factor XI de la coagulación
PTA	SEDOM	4	o Predicción
PTA	SEDOM	4	Pronóstico 
PLEVA	SEDOM	1	Pitiriasis liquenoide et varioliforme aguda
PTC	SEDOM	3	Colangiografía transhepática percutánea
PTC	SEDOM	3	Percutaneous transhepatic cholangiography 
PTC	SEDOM	3	Plasma thromboplastin component 
PTC	SEDOM	3	Componente tromboplastínico del plasma
PTC	SEDOM	3	Prótesis total de cadera
PTE	SEDOM	1	Partícula transportadora de electrones
OTSVI	SEDOM	1	Obstrucción del tracto de salida del ventrículo izquierdo
PTD	SEDOM	1	Presión telediastólica
PTG	SEDOM	2	Proteinograma
PTG	SEDOM	2	Prueba de tolerancia a la glucosa
HDA	SEDOM	3	Hemorragia digestiva aguda
HDA	SEDOM	3	Hemorragia digestiva alta
HDA	SEDOM	3	Hiperplasia ductal atípica
PTI	SEDOM	4	Peso teórico ideal
PTI	SEDOM	4	Prueba de tolerancia a la insulina
PTI	SEDOM	4	Púrpura trombocitopénica idiopática
PTI	SEDOM	4	Púrpura trombocitopénica inmunológica
PTH	SEDOM	1	Parathyroid hormone 
PTH	SEDOM	1	Hormona paratiroidea o parathormona
HDC	SEDOM	4	Hemodiálisis continua
HDC	SEDOM	4	Hemorragia digestiva crónica
HDC	SEDOM	4	Hernia diafragmática congénita. 
HDC	SEDOM	4	Hernia discal cervical
HDB	SEDOM	1	Hemorragia digestiva baja
Ot.	SEDOM	1	Otitis
ºC	SEDOM	1	Símbolo de grado Celsius o centígrado
HDD	SEDOM	1	Hospital de día 
HDD	SEDOM	1	Servicio de
HDL-C	SEDOM	1	Colesterol-HDL
HDL-C	SEDOM	1	High-density lipoproteins cholesterol 
ºF	SEDOM	1	Grados Fahrenheit
AVD	SEDOM	2	Actividades de la vida diaria
AVD	SEDOM	2	Ápex de ventrículo derecho
aVD	SEDOM	2	Actividades de la vida diaria
aVD	SEDOM	2	Ápex de ventrículo derecho
PTS	SEDOM	3	Pacientes
PTS	SEDOM	3	Puntuación de traumatismo pediátrico
PTS	SEDOM	3	Pediatric trauma score 
Pts	SEDOM	3	Pacientes
Pts	SEDOM	3	Puntuación de traumatismo pediátrico
Pts	SEDOM	3	Pediatric trauma score 
PTR	SEDOM	2	Prostatectomía radical
PTR	SEDOM	2	Prótesis total de rodilla
HDL	SEDOM	2	Hernia discal lumbar
HDL	SEDOM	2	High-density lipoproteins 
HDL	SEDOM	2	lipoproteínas de alta densidad
PTT	SEDOM	2	Punción transtraqueal
PTT	SEDOM	2	Púrpura trombótica trombocitopénica
PTV	SEDOM	1	Planning target volume 
PTV	SEDOM	1	Volumen de planificación o volumen blanco clínico o volumen blanco planificado
HDQ	SEDOM	1	Hospital de día quirúrgico
HDP	SEDOM	1	Hemodiálisis periódica
SAAF	SEDOM	1	Síndrome de anticuerpos antifosfolipídicos
aVL	SEDOM	1	Augmented voltage left 
PsPsPs	SEDOM	1	Pulsos pedios palpables
SAAD	SEDOM	1	Sistema para la autonomía y atención a la dependencia
LDNRP	SEDOM	1	Linfadenectomía retroperitoneal
SAAP	SEDOM	1	Síndrome de atrapamiento de la arteria poplítea
HAAg	SEDOM	1	Antígeno de la hepatitis A
HAAg	SEDOM	1	Hepatitis A antigen 
PUD	SEDOM	1	Peptic ulcer disease 
PUD	SEDOM	1	enfermedad de úlcera péptica
HEA	SEDOM	1	Historia enfermedad actual
PUK	SEDOM	1	Peripheral ulcerative keratitis
DEVI	SEDOM	1	Doble entrada del ventrículo izquierdo
IDCV	SEDOM	1	Inmunodeficiencia común variable
PUR	SEDOM	1	Prótesis unicompartimental de rodilla
HEL	SEDOM	1	Servicio de
HEL	SEDOM	1	Hematología y Laboratorio 
DEVD	SEDOM	1	Doble entrada del ventrículo derecho
HRBI	SEDOM	1	Hipereactividad bronquial inespecífica
HEM	SEDOM	2	Servicio de
HEM	SEDOM	2	Hematología 
HEM	SEDOM	2	Hepatoesplenomegalia
LMMC	SEDOM	1	Leucemia mielomonocítica crónica
SRAS	SEDOM	1	Síndrome respiratorio agudo severo
VP-16	SEDOM	1	Etopósido
PVC	SEDOM	2	Cloruro de polivinilo
PVC	SEDOM	2	Polyvinylchloride 
PVC	SEDOM	2	Presión venosa central
LMMJ	SEDOM	1	Leucemia mielomonocítica juvenil
PVE	SEDOM	2	Parto vaginal espontáneo
PVE	SEDOM	2	Potenciales visuales evocados
PVI	SEDOM	2	Parto vaginal instrumental
PVI	SEDOM	2	Presión de ventrículo izquierdo
AMPA	SEDOM	2	α-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid 
AMPA	SEDOM	2	acido α-amino-3-hidroxi-5-metil-4-isoxazolpropiónico
AMPA	SEDOM	2	Automedida de la presión arterial
FCMT	SEDOM	1	Frecuencia cardíaca máxima teórica
HFC	SEDOM	1	Hiperlipemia familiar combinada
DNID	SEDOM	1	Diabetes no insulinodependiente
Ov.	SEDOM	1	Ovario
PVM	SEDOM	1	Prolapso de la válvula mitral
Anti-HBs	SEDOM	1	Anticuerpo contra el antígeno de superficie del virus de la hepatitis B
HACP	SEDOM	1	Herida por arma cortopunzante
AVAC	SEDOM	1	Años de vida ajustados por calidad
HFH	SEDOM	1	Hipercolesterolemia familiar heterocigota
PVP	SEDOM	2	Polivinilpirrolidona
PVP	SEDOM	2	Prolapso visceropélvico
PVR	SEDOM	2	Proliferación vitreorretiniana o Proliferative vitreo retinopathy 
PVR	SEDOM	2	Retinopatía vítrea proliferativa
PVR	SEDOM	2	Registro de volumen de pulso
PVR	SEDOM	2	Pulse volume recording 
LVAD	SEDOM	1	Left ventricular assist device 
LVAD	SEDOM	1	Dispositivo de asistencia ventricular izquierda
BPRS	SEDOM	1	Escala breve de evaluación psiquiátrica
BPRS	SEDOM	1	Brief Psychiatric Rating Scale. 
HDVVC	SEDOM	2	Hemodiálisis venovenosa continua
HDVVC	SEDOM	2	Hemodiálisis vía venosa central
CSUR	SEDOM	1	del Sistema Nacional de Salud
CSUR	SEDOM	1	Centros, servicios y unidades de referencia 
PVY	SEDOM	2	Presión venosa yugular
PVY	SEDOM	2	Pulso venoso yugular
